Task Report     Date: 11/10/2022 19:59:25
"Task: A. Inventories Satellite    Description: Runs all Annual SUT Balanced CORD tasks from stages 00 to 13    Is Parallel: N"
Statistical Activity: Unbalanced Inventories    Mode: INT23

Order,Level,Name,Description,Parent Task,Kind,Exclude,Parallel,Line Run,Dataset,Status,Start Date,End Date,Object Type,Object Details,Selection Criteria,Dimension Mappings
345,1,"   09.006 Calculate negative P2","Calculate P2, CP, CYP, PYP, A, AN.121_4 as HOLD * -1 for Industry and Product Bottom level",338,CALCULATION DEFINITION,N,N,N,"09.00 Unbal Output: SUT","Completed", , ,FORMULA,"{items to calculate {Asset = AN.121_4}}{formula = HOLD * (-1)}"," {Industry = group Bottom level} {Product = group Bottom level} {Price = CP,PYP,CYP} {Periodicity = A} {Transaction = P2}","n/a"
346,0,"10.00 Output for GOS","Copy data to 10.00 Unbal Output: GOS, Completed",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 10.00 Unbal Output: GOS, Completed}{isparallel = N}","n/a","n/a"
347,1,"   10.001 Delete data","Delete all Completed data from the Unbal Output: GOS dataset",346,CALCULATION DEFINITION,N,N,N,"10.00 Unbal Output: GOS","Completed", , ,DELETE DATA,"n/a"," {Industry = *} {Asset = *} {Sector = *} {Measure = *} {Periodicity = *}","n/a"
348,1,"   Dummy Parallel Task 348",346,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
349,2,"      10.002 Copy HG data to Output","Copy HG, multiple Sectors, Q, Industry Bottom level to AN.12 in Unbal Output: GOS",348,CALCULATION DEFINITION,N,Y,Y,"10.00 Unbal Output: GOS","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 08.00 Sector Breakdown}{status = Work in progress}}"," {Industry = group Bottom level} {Measure = 'HG'} {Sector = 'S.11001','S.125','S.12MF','S.14','S.11PR','S.12'} {Seasonal Adjustment = 'NSA'} {Periodicity = 'Q'}","{Industry-> (Direct) Industry}{AN.12-> (Unmapped) Asset}{Sector-> (Direct) Sector}{Measure-> (Direct) Measure}{Periodicity-> (Direct) Periodicity}"
350,2,"      10.003 Copy VPIC data to Output","Copy VPIC, S.14, S.11001, A, Q, Industry Bottom level to AN.12 in Unbal Output: GOS",348,CALCULATION DEFINITION,N,Y,Y,"10.00 Unbal Output: GOS","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 08.00 Sector Breakdown}{status = Work in progress}}"," {Industry = group Bottom level} {Measure = VPIC} {Sector = S.14,'S.11001'} {Seasonal Adjustment = NSA} {Periodicity = Q,A}","{Industry-> (Direct) Industry}{AN.12-> (Unmapped) Asset}{Sector-> (Direct) Sector}{Measure-> (Direct) Measure}{Periodicity-> (Direct) Periodicity}"
351,1,"   BB 12.201 HG Output for GOS","Copy the HG output required by GOS into the Output dataset bluebook mode",346,CALCULATION DEFINITION,N,N,N,"10.00 Unbal Output: GOS","Completed", , ,COPY BETWEEN MODES,"{source dataset{name = 10.00 Sector Breakdown (from Unbalanced Inventories/BlueBook)}{status = Work in progress}}"," {Industry = group Bottom level} {Measure = HG} {Sector = S.12} {Seasonal Adjustment = NSA} {Periodicity = Q}","{Industry-> (Direct) Industry}{AN.12-> (Unmapped) Asset}{Sector-> (Direct) Sector}{Measure-> (Direct) Measure}{Periodicity-> (Direct) Periodicity}"
352,0,"11.00 Output for GDP","Copy data to 11.00 Unbal Output: GDP, Completed",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 11.00 Unbal Output: GDP, Completed}{isparallel = N}","n/a","n/a"
353,1,"   11.001 Delete data","Delete all Completed data from the Unbal Output: GDP dataset",352,CALCULATION DEFINITION,N,N,N,"11.00 Unbal Output: GDP","Completed", , ,DELETE DATA,"n/a"," {Industry = *} {Product = *} {Asset = *} {Measure = *} {Periodicity = *}","n/a"
354,1,"   Dummy Parallel Task 354",352,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
355,2,"      11.002 Copy VPIC data to Output","Copy VPIC, CP, A, AN.121-5, Ind Bot level ex S12 and S13 ind, Prod Bot level in Unbal Output: GDP",354,CALCULATION DEFINITION,N,Y,Y,"11.00 Unbal Output: GDP","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level exc S12 and S13 ind} {Asset = 'AN.121','AN.122','AN.123','AN.124','AN.125'} {Measure = 'VPIC'} {Prices = 'CP'} {Periodicity = 'A'} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{Periodicity-> (Direct) Periodicity}"
356,2,"      11.003 Copy VPIC 45 to Output","Copy VPIC, CP, A, AN.125, Industry Publish06, Prod TOTAL to Industry 45 in Unbal Output: GDP",354,CALCULATION DEFINITION,N,Y,Y,"11.00 Unbal Output: GDP","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = Publish06} {Asset = AN.125} {Measure = 'VPIC'} {Prices = 'CP'} {Periodicity = 'A'} {Product = TOTAL}","{45-> (Unmapped) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{Periodicity-> (Direct) Periodicity}"
357,2,"      11.004 Copy VPIC 46 to Output","Copy VPIC, CP, A, AN.125, Industry Publish03, Prod TOTAL to Industry 46 in Unbal Output: GDP",354,CALCULATION DEFINITION,N,Y,Y,"11.00 Unbal Output: GDP","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = Publish03} {Asset = AN.125} {Measure = 'VPIC'} {Prices = 'CP'} {Periodicity = 'A'} {Product = TOTAL}","{46-> (Unmapped) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{Periodicity-> (Direct) Periodicity}"
358,2,"      11.005 Copy VPIC 47 to Output","Copy VPIC, CP, A, AN.125, Industry Publish04, Prod TOTAL to Industry 47 in Unbal Output: GDP",354,CALCULATION DEFINITION,N,Y,Y,"11.00 Unbal Output: GDP","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = Publish04} {Asset = AN.125} {Measure = 'VPIC'} {Prices = 'CP'} {Periodicity = 'A'} {Product = TOTAL}","{47-> (Unmapped) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{Periodicity-> (Direct) Periodicity}"
359,0,"12.00 Output for Inventories Bal","Copy data to 12.00 Unbal Output: Invent Bal, Completed",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 12.00 Unbal Output: Invent Bal, Completed}{isparallel = N}","n/a","n/a"
360,1,"   12.001 Delete data","Delete all Completed data from the Unbal Output: Invent Bal dataset",359,CALCULATION DEFINITION,N,N,N,"12.00 Unbal Output: Invent Bal","Completed", , ,DELETE DATA,"n/a"," {Industry = *} {Asset = *} {Product = *} {Measure = *} {Prices = *} {Periodicity = *} {Sector = *}","n/a"
361,1,"   12.002 Copy HG CP AN.12","Copy HG, CP, Q, AN.12, S.11PR, S.1, Industry Bot level, Prod TOTAL to Unbal Output: Invent Bal",359,CALCULATION DEFINITION,N,N,N,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 08.00 Sector Breakdown}{status = Work in progress}}"," {Industry = group Bottom level} {Measure = 'HG'} {Sector = 'S.11PR','S.1'} {Seasonal Adjustment = 'NSA'} {Periodicity = 'Q'}","{Industry-> (Direct) Industry}{AN.12-> (Unmapped) Asset}{TOTAL-> (Unmapped) Product}{Measure-> (Direct) Measure}{CP-> (Unmapped) Prices}{Periodicity-> (Direct) Periodicity}{Sector-> (Direct) Sector}"
362,1,"   12.003 Copy VPIC CP AN.12","Copy VPIC, CP, Q, AN.12, All Sector, Ind Bot lev and TOT, Prod TOT to Unbal Output: Invent Bal",359,CALCULATION DEFINITION,N,N,N,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 08.00 Sector Breakdown}{status = Work in progress}}"," {Industry = 'TOTAL',group Bottom level} {Measure = 'VPIC'} {Sector = *} {Seasonal Adjustment = 'NSA'} {Periodicity = Q}","{Industry-> (Direct) Industry}{AN.12-> (Unmapped) Asset}{TOTAL-> (Unmapped) Product}{Measure-> (Direct) Measure}{CP-> (Unmapped) Prices}{Periodicity-> (Direct) Periodicity}{Sector-> (Direct) Sector}"
363,1,"   12.10 Output for P52, P2 & P11","Copy P52, P2 and P11 data to Unbal Output: Invent Bal for comparison to R4.1 data from SU",359,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy P52, P2 and P11 data to Unbal Output: Invent Bal for comparison to R4.1 data from SU}{isparallel = N}","n/a","n/a"
364,2,"      Dummy Parallel Task 364",363,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
365,3,"         12.101 Copy VPIC AN.12 P52","Copy VPIC, All Prices, A, AN.12 (P52), Ind TOTAL, Prod Bot level to Unbal Output: Invent Bal",364,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = 'TOTAL'} {Asset = 'AN.12'} {Measure = 'VPIC'} {Prices = 'CP','CVM','PYP','CYP'} {Periodicity = 'A'} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
366,3,"         12.102 Copy VPIC AN.121_4 P2","Copy VPIC, CP CYP PYP, A, AN.121_4 (P2), Ind TOTAL, Prod Bot level to Unbal Output: Invent Bal",364,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = 'AN.121_4'} {Measure = 'VPIC'} {Prices = 'CP','PYP','CYP'} {Periodicity = 'A'} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
367,3,"         12.103 Copy VPIC AN.122,3,5 P11","Copy VPIC, CP CYP PYP, A, AN.122,3,5 (P11), Ind TOT, Prod Bot lev to Unbal Output: Invent Bal",364,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = 'AN.122','AN.123','AN.122_3_5','AN.125'} {Measure = 'VPIC'} {Prices = 'CP','PYP','CYP'} {Periodicity = 'A'} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
368,1,"   12.20 Output for SA","Copy VPIL_O, VPIL_C.adj, CP and CVM data to Unbal Output: Invent Bal for Seasonal Adjustment",359,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy VPIL_O, VPIL_C.adj, CP and CVM data to Unbal Output: Invent Bal for Seasonal Adjustment}{isparallel = N}","n/a","n/a"
369,2,"      Dummy Parallel Task 369",368,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
370,3,"         12.201 Copy VPIL_O,C.adj CP","Copy VPIL_O, VPIL_C.adj, CP, Q, All Assets, Ind Pub Bot lev, Prod TOT to Unbal Output: Invent Bal",369,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Published Bottom Level} {Asset = group All Assets} {Measure = 'VPIL_O','VPIL_C.adj'} {Prices = 'CP'} {Periodicity = 'Q'} {Product = 'TOTAL'}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
371,3,"         12.202 Copy VPIL_O,C.adj CVM","Copy VPIL_O, VPIL_C.adj, CVM, Q, All Asset, Ind Pub Bot lev, Prod TOT to Unbal Output: Invent Bal",369,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Published Bottom Level} {Asset = group All Assets} {Measure = 'VPIL_O','VPIL_C.adj'} {Prices = 'CVM'} {Periodicity = 'Q'} {Product = 'TOTAL'}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
372,1,"   12.30 Output for VPIL_O/C.adj","Copy VPIL_O, VPIL_C.adj, various data to Unbal Output: Invent Bal",359,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy VPIL_O, VPIL_C.adj, various data to Unbal Output: Invent Bal}{isparallel = N}","n/a","n/a"
373,2,"      Dummy Parallel Task 373",372,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
374,3,"         12.301 Copy VPIL_O CYP AN.125","Copy VPIL_O, CYP, Q, AN.125, Various Ind, Product Bot lev and TOT to Unbal Output: Invent Bal",373,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL, 45, 46, 47,'Publish03','Publish04','Publish06'} {Asset = AN.125} {Measure = 'VPIL_O'} {Prices = CYP} {Periodicity = Q} {Product = group Bottom level,TOTAL}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
375,3,"         12.302 Copy VPIL_O PYP AN.125","Copy VPIL_O, PYP, Q, AN.125, Various Ind, Product Bottom level to Unbal Output: Invent Bal",373,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL,'Publish03','Publish04','Publish06',45,46,47} {Asset = AN.125} {Measure = 'VPIL_O'} {Prices = PYP} {Periodicity = Q} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
376,3,"         12.303 Copy VPIL_C.ad PYP AN.125","Copy VPIL_C.adj, PYP, A, AN.125, Industry TOTAL, Product Bot lev to Unbal Output: Invent Bal",373,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL} {Asset = AN.125} {Measure = 'VPIL_C.adj'} {Prices = PYP} {Periodicity = A} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
377,3,"         12.304 Copy VPIL_C.ad CVM AN.125","Copy VPIL_C.adj, CVM, Q, AN.125, Various Industries, Product TOTAL to Unbal Output: Invent Bal",373,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level,group Published Bottom Level} {Asset = AN.125} {Measure = 'VPIL_C.adj'} {Prices = CVM} {Periodicity = Q} {Product = TOTAL}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
378,3,"         12.305 Copy VPIL_O/C.adj CP","Copy VPIL_O, VPIL_C.adj, CP, Q, Asset Bot lev, Various Ind, Prod TOT to Unbal Output: Invent Bal",373,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level,group Published Bottom Level} {Asset = group Bottom level} {Measure = 'VPIL_O','VPIL_C.adj'} {Prices = CP} {Periodicity = Q} {Product = TOTAL}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
379,3,"         12.306 Copy VPIL_O/C.adj CVM","Copy VPIL_O, VPIL_C.adj, CVM, Q, Asset AN.121-4, Various Ind, Prod TOT to Unbal Output: Invent Bal",373,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level,group Published Bottom Level} {Asset = AN.121, AN.122, AN.123, AN.124} {Measure = 'VPIL_O','VPIL_C.adj'} {Prices = CVM} {Periodicity = Q} {Product = TOTAL}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
380,1,"   12.40 Output for CYP and PYP","Copy VPIL_O, VPIL_C.adj, VPIC, CYP and PYP data to Unbal Output: Invent Bal",359,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy VPIL_O, VPIL_C.adj, VPIC, CYP and PYP data to Unbal Output: Invent Bal}{isparallel = N}","n/a","n/a"
381,2,"      Dummy Parallel Task 381",380,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
382,3,"         12.401 Copy VPIL_O/C.adj CYP PYP","Copy VPIL_O, VPIL_C.adj, CYP, PYP, Q, AN.121-4, Various Ind, Prod TOT to Unbal Output: Invent Bal",381,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level,group Published Bottom Level} {Asset = AN.121,AN.122,AN.123,AN.124} {Measure = VPIL_O,VPIL_C.adj} {Prices = PYP,CYP} {Periodicity = Q} {Product = TOTAL}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
383,3,"         12.402 Copy VPIL_C.adj CYP PYP","Copy VPIL_C.adj, CYP, PYP, Q, AN.125, Various Ind, Product TOT to Unbal Output: Invent Bal",381,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level,group Published Bottom Level} {Asset = AN.125} {Measure = VPIL_C.adj} {Prices = PYP,CYP} {Periodicity = Q} {Product = TOTAL}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
384,3,"         12.403 Copy VPIC PYP","Copy VPIC, PYP, A, AN.125, Industry TOTAL, Product Bottom level to Unbal Output: Invent Bal",381,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL} {Asset = AN.125} {Measure = VPIC} {Prices = PYP} {Periodicity = A} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
385,3,"         12.404 Copy VPIL_O CYP","Copy VPIL_O, CYP, Q, AN.125, Industry TOTAL, Product Bottom level to Unbal Output: Invent Bal",381,CALCULATION DEFINITION,N,Y,Y,"12.00 Unbal Output: Invent Bal","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL} {Asset = AN.125} {Measure = VPIL_O} {Prices = CYP} {Periodicity = Q} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{S.1-> (Unmapped) Sector}"
386,0,"13.00 Output for CFM","Copy data to 13.00 Unbal Output: CFM, Completed",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 13.00 Unbal Output: CFM, Completed}{isparallel = N}","n/a","n/a"
387,1,"   13.001 Delete data","Delete all Completed data from the Unbal Output: CFM dataset",386,CALCULATION DEFINITION,N,N,N,"13.00 Unbal Output: CFM","Completed", , ,DELETE DATA,"n/a"," {Industry = *} {Product = *} {Measure = *} {Prices = *}","n/a"
388,1,"   13.002 Copy pattern to Output","Copy CP and CVM, pattern, Q, Industry and Product Bottom level to Unbal Output: CFM",386,CALCULATION DEFINITION,N,N,N,"13.00 Unbal Output: CFM","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 05.00 Product Matrix}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = AN.12} {Product = group Bottom level} {Measure = pattern} {Prices = CP, CVM} {Adjustment Basis = R3.2} {Periodicity = Q}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}"
389,1,"   13.003 Copy VPIL_C/O CP","Copy CP, VPIL_C and VPIL_O, Q, Industry TOTAL, Product TOTAL and Bottom level to Unbal Output: CFM",386,CALCULATION DEFINITION,N,N,N,"13.00 Unbal Output: CFM","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL} {Asset = AN.12} {Measure = VPIL_C, VPIL_O} {Prices = CP} {Periodicity = Q} {Product = group Bottom level, TOTAL}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}"
390,1,"   13.004 Copy VPIL_C/O CVM","Copy CVM, VPIL_C and VPIL_O, Q, Industry TOTAL, Product TOTAL and Bottom level to Unbal Output: CFM",386,CALCULATION DEFINITION,N,N,N,"13.00 Unbal Output: CFM","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL} {Asset = AN.12} {Measure = VPIL_C, VPIL_O} {Prices = CVM} {Periodicity = Q} {Product = group Bottom level, TOTAL}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}"
